reviewer_report_over_due_sent;questionnaire_motivation;reviewer_report_due_reminder_sent;reviewer_user;decline_reasons_other;reviewer_data_protection_consent;report_organization_appropriate;report_id;report_is_anonymized;reviewer_time_consent_response;questionnaire_manuscript_notice_name;reviewer_invitation_accepted_sent;reviewer_priority;reviewer_code;reviewer_invited;questionnaire_relative_review_time;questionnaire_motivation_other;report_supplement_appropriate;questionnaire_reviews_per_year;report_manuscript_appropriate;questionnaire_id;reviewer_time_invited;reviewer_transferwise_consent;reviewer_consent_given;reviewer_debriefing_sent;reviewer_time_report_submitted;reviewer_gs_interests;questionnaire_invitation_track_record;reviewer_report_submitted;reviewer_invitation_reminder_sent;report_new_information;questionnaire_invitation_acceptance;decline_id;reviewer_report_submitted_sent;report_recommendation;reviewer_box;reviewer_time_invitation_response;reviewer_treatment;reviewer_invitation_declined;reviewer_time_review_expired;report_worthy_subject;decline_reasons;reviewer_review_expired;report_conclusions_supported;reviewer_marked_for_deletion;reviewer_review_expired_sent;reviewer_questionnaire_reminder_sent;reviewer_questionnaire_submitted;reviewer_id;questionnaire_manuscript_effort;reviewer_invitation_accepted;reviewer_time_added;questionnaire_invitation_notice_name;questionnaire_manuscript_assessment;questionnaire_manuscript_track_record;questionnaire_manuscript_name_aware;questionnaire_review_hours;reviewer_time_questionnaire_submitted;report_length;confidential_length;report_words;confidential_words;d_topic_not_interesting;d_unfitting_topic;d_know_editor;d_dont_know_editor;d_know_author;d_dont_know_author;d_no_time;d_other;a_interesting;a_fitting_topic;a_know_editor;a_know_author;a_moral_obligation;a_other;reviewer_hindex_bin;reviewer_hindex5y_bin;reviewer_i10index_bin;reviewer_i10index5y_bin;reviewer_citedby_bin;reviewer_citedby5y_bin;reviewer_years_active_bin
0;;0;7542;;1;;;;2021-08-26 12:54:55.237435+00:00;;1;2;jXRCpS6KEzPqsE2CDSQ2cW;1;;;;;;;2021-08-26 07:37:56.670722+00:00;1;1;0;;experimental finance;;0;0;;;;0;;4;2021-08-26 12:53:43.981242+00:00;bb;1;2021-10-26 02:00:00.098904+00:00;;;1;;0;0;0;0;7540;;1;2021-08-04 12:01:25.240568+00:00;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;36;1;3
0;;0;7516;;0;;;;;;0;2;CfSCHmhMUFE4d7VRxP9BL8;1;;;;;;;2021-08-24 06:10:35.949456+00:00;0;0;0;;banking, monetary policy;;0;0;;;721;0;;5;2021-08-26 10:19:03.773025+00:00;bl;1;;;['2'];0;;0;0;0;0;7514;;0;2021-08-04 12:01:25.141319+00:00;;;;;;;;;;;0;1;0;0;0;0;0;0;;;;;;;1;1;1;1;4;1;1
0;;0;7524;I'm sorry I cannot review this paper. I have a policy of not accepting reports when I already have 5+ reports outstanding.;0;;;;;;0;3;iJRugrPdtrMvd9ChFJkuEk;1;;;;;;;2021-08-29 07:11:46.235080+00:00;0;0;0;;financial economics, macroeconomics;;0;0;;;1062;0;;7;2021-08-30 13:14:37.948636+00:00;bh;1;;;['7', '9'];0;;0;0;0;0;7522;;0;2021-08-04 12:01:25.171629+00:00;;;;;;;;;;;0;0;0;0;0;0;1;1;;;;;;;1;1;1;1;27;1;1
0;;0;7545;;0;;;;;;0;2;n9NXWtDhzHCihin6NWEmoJ;1;;;;;;;2021-08-26 07:37:56.670722+00:00;0;0;0;;behavioral finance, public management;;0;0;;;;0;;2;;bb;0;2021-09-06 03:00:00.256783+00:00;;;1;;0;0;0;0;7543;;0;2021-08-04 12:01:25.252023+00:00;;;;;;;;;;;;;;;;;;;;;;;;;2;2;3;3;58;2;4
0;['5'];0;7513;;1;5;293;1;2021-09-03 05:08:18.757641+00:00;;1;2;VdqnzX7yvPKNVQxJBe2hMG;1;3;;4;15;5;261;2021-08-26 07:36:47.223770+00:00;1;1;1;2021-09-21 08:28:04.232752+00:00;time series, energy economics, real convergence;1;1;0;4;1;;1;4;3;2021-09-03 05:07:44.447029+00:00;hh;0;;5;;0;4;0;0;0;1;7511;3;1;2021-08-04 12:01:25.129815+00:00;1;1;1;;2;2021-09-21 08:29:59.900291+00:00;1109;0;174;1;;;;;;;;;0;0;0;0;1;0;2;2;3;3;69;2;2
0;;0;7533;;0;;;;;;0;5;KoQayPGGY4zA56LV4yHNwq;0;;;;;;;;0;0;0;;monetary policy, fiscal policy, finance, oil, climate change;;0;0;;;;0;;7;;bb;0;;;;0;;0;0;0;0;7531;;0;2021-08-04 12:01:25.206315+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;['1', '5'];0;6219;;1;1;136;1;2021-08-09 18:18:49.139533+00:00;;1;1;kdHjWZFjKQU2sUh5ThUYgW;1;1;;3;10;3;123;2021-08-09 12:13:23.537486+00:00;1;1;1;2021-09-07 18:13:46.354211+00:00;macroeconomics, monetary policy, business cycles, international finance;;1;0;4;;;1;2;3;2021-08-09 18:15:46.754223+00:00;bb;0;;4;;0;4;0;0;0;1;6217;;1;2021-08-04 12:01:20.199360+00:00;;;;;3;2021-09-07 18:15:55.669867+00:00;3825;1661;580;269;;;;;;;;;1;0;0;0;1;0;1;1;2;1;50;1;3
0;['1', '2'];0;6275;;1;1;7;1;2021-08-10 02:35:27.604283+00:00;;1;1;7DsBsqV9XNuNaPumjiTaat;1;3;;2;200;2;7;2021-08-09 12:24:03.833120+00:00;1;1;1;2021-08-10 04:35:55.535056+00:00;energy, economic sciences;;1;0;3;;;1;1;2;2021-08-10 02:35:18.111483+00:00;bb;0;;2;;0;2;0;0;0;1;6273;;1;2021-08-04 12:01:20.413651+00:00;;;;;3;2021-08-10 04:36:29.033631+00:00;2077;0;325;1;;;;;;;;;1;1;0;0;0;0;1;1;2;2;32;1;1
0;['5', '9'];0;6434;;1;2;18;1;2021-08-09 14:30:19.509701+00:00;;1;1;MHACuQaqCHREdKU9CoMiyB;1;4;To gain knowledge in this field;4;5;2;18;2021-08-09 12:24:03.833120+00:00;1;1;1;2021-08-15 15:41:23.242231+00:00;marketing;;1;0;4;;;1;2;1;2021-08-09 14:30:01.109971+00:00;bb;0;;4;;0;4;0;0;0;1;6432;;1;2021-08-04 12:01:21.033075+00:00;;;;;1;2021-08-15 15:45:32.692431+00:00;873;125;137;17;;;;;;;;;0;0;0;0;1;1;1;1;1;1;1;1;1
0;;0;7553;;0;;;;;;0;4;FpbBhbocsL7vg47wqzEopG;0;;;;;;;;0;0;0;;;;0;0;;;;0;;7;;bb;0;;;;0;;0;0;0;0;7551;;0;2021-08-04 12:01:25.282377+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;7569;;0;;;;;;0;2;eSX7RepLrUsKMDSdbV7sXG;1;;;;;;;2021-08-26 07:37:56.670722+00:00;0;0;0;;behavioural finance, behavioral corporate finance, interdisciplinary finance, experimental finance, sustainable finance;;0;0;;;880;0;;3;2021-08-26 07:47:07.813787+00:00;bb;1;;;['2'];0;;0;0;0;0;7567;;0;2021-08-04 12:01:25.343724+00:00;;;;;;;;;;;0;1;0;0;0;0;0;0;;;;;;;1;1;1;1;9;1;1
0;['1', '5'];0;7552;;1;1;61;1;2021-08-10 19:02:22.012479+00:00;1;1;1;gCQLQiLUawTDJKGU3MSvso;1;3;;4;5;1;56;2021-08-10 11:36:28.509688+00:00;1;1;1;2021-08-28 05:17:54.119780+00:00;corporate finance, insider trading;;1;0;3;;;1;1;1;2021-08-10 19:00:40.574237+00:00;bl;1;;4;;0;2;0;0;0;1;7550;3;1;2021-08-04 12:01:25.278558+00:00;;1;;;10;2021-08-28 05:20:18.277703+00:00;4239;871;696;152;;;;;;;;;1;0;0;0;1;0;1;1;1;1;3;1;1
0;;0;8273;;0;;;;;;0;1;JxudPEez7duppjYse7A4pk;1;;;;;;;2021-08-11 08:05:29.154822+00:00;0;0;0;;linear and nonlinear time series analysis, nonstationary time series analysis, longmemory time series models, structural change;;0;0;;;;0;;1;;bb;0;2021-08-22 03:00:00.371734+00:00;;;1;;0;0;0;0;8271;;0;2021-08-04 12:01:28.103398+00:00;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;53;2;3
0;;0;8501;;0;;;;;;0;1;CQrdR8yj9rovPBWFXs5Khs;1;;;;;;;2021-08-11 08:05:29.154822+00:00;0;0;0;;international macroeconomics, international financial economics, international trade, european integration, applied econometrics;;0;0;;;;0;;2;;bh;0;2021-08-22 03:00:00.428807+00:00;;;1;;0;0;0;0;8499;;0;2021-08-04 12:01:28.960258+00:00;;;;;;;;;;;;;;;;;;;;;;;;;2;2;3;3;65;2;1
0;;0;8906;;0;;;;;;0;1;4YyHu36vdqnTzgBxrDrq6p;1;;;;;;;2021-08-11 12:46:49.014322+00:00;0;0;0;;macro monetary economics, international finance, corporate financial, financial economics and applied econometric;;0;0;;;;0;;1;;hh;0;2021-08-22 03:00:00.522570+00:00;;;1;;0;0;0;0;8904;;0;2021-08-04 12:01:30.498231+00:00;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;13;1;1
0;;0;7557;;0;;;;;;0;4;BbDizvMus5AiXYbWUXCBGg;0;;;;;;;;0;0;0;;intellectual (intangible) capital, disclosure of information, financial accounting and reporting, management accounting, islamic;;0;0;;;;0;;7;;hh;0;;;;0;;0;0;0;0;7555;;0;2021-08-04 12:01:25.297970+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;7581;;0;;;;;;0;2;h9qGcQjubNV3ZgmJHyhzvk;1;;;;;;;2021-08-26 07:36:47.223770+00:00;0;0;0;;financial development, international finance, chinese economy;;0;0;;;927;0;;6;2021-08-27 04:09:49.985247+00:00;hh;1;;;['1'];0;;0;0;0;0;7579;;0;2021-08-04 12:01:25.390173+00:00;;;;;;;;;;;1;0;0;0;0;0;0;0;;;;;;;1;1;1;1;27;1;1
0;;0;7561;;0;;;;;;0;2;U4bmCvVimYbwEHBigepjWQ;1;;;;;;;2021-08-26 07:36:47.223770+00:00;0;0;0;;corporate finance and corporate governance;;0;0;;;;0;;3;;hh;0;2021-09-06 03:00:00.265834+00:00;;;1;;0;0;0;0;7559;;0;2021-08-04 12:01:25.313210+00:00;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;39;1;3
0;;0;7587;;0;;;;2021-08-27 07:17:54.506398+00:00;;0;3;nYrfR88MNAyFARWiNF3mML;1;;;;;;;2021-08-27 07:10:31.549431+00:00;0;0;0;;;;0;0;;;;0;;5;2021-08-27 07:16:15.449084+00:00;ll;0;;;;0;;0;0;0;0;7585;;1;2021-08-04 12:01:25.413463+00:00;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;30;1;4
0;;0;7565;;0;;;;;;0;2;oKzQ67uit9S7MdCyiEJ4Sr;1;;;;;;;2021-08-23 06:48:33.320621+00:00;0;0;0;;corporate finance, corporate governance, executive compensation;;0;0;;;;0;;5;2021-08-23 08:38:33.238453+00:00;bh;1;;;;0;;0;0;0;0;7563;;0;2021-08-04 12:01:25.328393+00:00;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;70;2;2
0;;0;7567;;0;;;;;;0;2;MseBSs2kEvfnDhU22sQUU2;1;;;;;;;2021-08-26 07:36:47.223770+00:00;0;0;0;;cryptocurrencies, blockchain, mathematics, extreme values theory, statistical modelling;;0;0;;;;0;;6;;hh;0;2021-09-06 03:00:00.271708+00:00;;;1;;0;0;0;0;7565;;0;2021-08-04 12:01:25.336247+00:00;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;6;1;1
0;['9'];0;7571;;1;1;336;1;2021-08-24 07:07:08.869037+00:00;1;1;2;3JCqyGPQaKYH7chZSjXfNA;1;3;;1;5;2;297;2021-08-24 06:10:35.949456+00:00;1;1;1;2021-09-24 05:34:32.576667+00:00;asset pricing, fintech, machine learning, commodity, corporate bonds;;1;0;1;;;1;1;4;2021-08-24 07:07:07.890199+00:00;bl;1;;3;;0;2;0;0;0;1;7569;3;1;2021-08-04 12:01:25.351122+00:00;;3;;;20;2021-09-24 05:35:54.051885+00:00;6212;0;961;1;;;;;;;;;0;0;0;0;0;1;1;1;1;1;1;1;1
0;;0;7572;;0;;;;;;0;3;WAnXTxiNxTgzoZxY2DgA24;1;;;;;;;2021-08-29 07:11:46.235080+00:00;0;0;0;;empirical corporate finance, corporate governance, esg;;0;0;;;1003;0;;6;2021-08-29 16:16:34.785977+00:00;bh;1;;;['2'];0;;0;0;0;0;7570;;0;2021-08-04 12:01:25.354870+00:00;;;;;;;;;;;0;1;0;0;0;0;0;0;;;;;;;1;1;1;1;2;1;1
0;;0;7588;;0;;;;;;0;2;gvDgHtj5RZTanWDJmna2vF;1;;;;;;;2021-08-23 06:48:33.320621+00:00;0;0;0;;behavioral finance, behavioral economics;;0;0;;;705;0;;5;2021-08-23 19:12:29.084911+00:00;bh;1;;;['2'];0;;0;0;0;0;7586;;0;2021-08-04 12:01:25.417215+00:00;;;;;;;;;;;0;1;0;0;0;0;0;0;;;;;;;1;1;1;1;46;1;2
0;;0;7586;;0;;;;;;0;4;gzRXPJPqDmKxJA9Q2tVNCq;1;;;;;;;2021-09-13 08:21:08.665656+00:00;0;0;0;;financial analysts;;0;0;;;1217;0;;6;2021-09-13 08:28:34.050541+00:00;ll;1;;;['2'];0;;0;0;0;0;7584;;0;2021-08-04 12:01:25.409714+00:00;;;;;;;;;;;0;1;0;0;0;0;0;0;;;;;;;1;1;2;1;52;1;2
0;;0;7583;;0;;;;;;0;2;3r3qfJtVmCqVg5wDWZZmAi;1;;;;;;;2021-08-24 06:10:35.949456+00:00;0;0;0;;econometrics;;0;0;;;740;0;;5;2021-08-24 09:04:08.988540+00:00;bl;1;;;['2'];0;;0;0;0;0;7581;;0;2021-08-04 12:01:25.397599+00:00;;;;;;;;;;;0;1;0;0;0;0;0;0;;;;;;;1;1;1;1;20;1;3
0;;0;7577;I am not qualified to referee a paper on behavioral asset pricing theory. Have a good week and thanks for the invitation.;0;;;;;;0;3;krZrvsU3c5GR5DE8GgFndn;1;;;;;;;2021-08-29 07:11:46.235080+00:00;0;0;0;;entrepreneurship, management, banking, household finance;;0;0;;;1019;0;;7;2021-08-29 23:41:04.512710+00:00;bh;1;;;['2', '9'];0;;0;0;0;0;7575;;0;2021-08-04 12:01:25.375082+00:00;;;;;;;;;;;0;1;0;0;0;0;0;1;;;;;;;1;1;1;1;5;1;1
0;['1', '2'];0;9831;;1;4;440;1;2021-08-17 09:53:06.718965+00:00;;1;1;ABbVm47mPvVVBUnVK2S5vG;1;3;;4;15;5;395;2021-08-17 07:31:28.545420+00:00;1;1;1;2021-10-11 12:29:09.475412+00:00;corporate finance, investment, stock market;;1;0;4;;;1;4;1;2021-08-17 09:52:54.474500+00:00;ll;0;;4;;0;4;0;0;0;0;9829;;1;2021-08-04 12:01:34.115817+00:00;1;;;;24;;571;0;102;1;;;;;;;;;1;1;0;0;0;0;1;1;1;1;2;1;1
0;;0;7590;;0;;;;;;0;2;P4qRWnwyfkrfYqTmFFN9TE;1;;;;;;;2021-08-24 06:10:35.949456+00:00;0;0;0;;;;0;0;;;;0;;2;;bl;0;2021-09-04 03:00:00.356185+00:00;;;1;;0;0;0;0;7588;;0;2021-08-04 12:01:25.424898+00:00;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;9;1;2
0;;0;7580;;0;;;;;;0;3;K52zuaqtjQYH3uL6c9De3t;1;;;;;;;2021-09-13 08:13:08.579700+00:00;0;0;0;;corporate governance, privatization, corporate finance, international finance, mergers and acquisitions;;0;0;;;1281;0;;6;2021-09-14 00:02:02.770990+00:00;bl;1;;;['7'];0;;0;0;0;0;7578;;0;2021-08-04 12:01:25.386431+00:00;;;;;;;;;;;0;0;0;0;0;0;1;0;;;;;;;3;2;4;3;77;3;2
0;;0;7564;;0;;;;;;0;3;952XhPkHfezxAj7mYVGCZJ;1;;;;;;;2021-09-13 08:13:08.579700+00:00;0;0;0;;decision theory, game theory, microeconomic theory;;0;0;;;1487;0;;6;2021-09-21 10:38:12.188392+00:00;bl;1;;;['2', '7'];0;;0;0;0;0;7562;;0;2021-08-04 12:01:25.324487+00:00;;;;;;;;;;;0;1;0;0;0;0;1;0;;;;;;;2;1;2;1;67;2;2
0;['1'];0;5890;;1;1;470;1;2021-08-21 15:01:55.854512+00:00;1;1;2;gQzEgW7ien5HyrxuarEtCu;1;1;;4;15;2;421;2021-08-21 13:29:17.188631+00:00;1;1;1;2021-10-17 02:48:48.850376+00:00;;;1;0;2;;;1;1;3;2021-08-21 15:01:37.967761+00:00;bl;0;;2;;0;3;0;0;0;1;5888;3;1;2021-08-04 12:01:18.977694+00:00;;3;;;10;2021-10-17 03:27:40.060207+00:00;1529;0;237;1;;;;;;;;;1;0;0;0;0;0;2;1;3;2;51;2;2
0;['1', '2', '5', '9'];0;6535;;1;1;116;1;2021-08-09 12:55:18.421667+00:00;;1;1;52y5TJPDACMKA2iQ2NEmMe;1;3;It's my honor if I am invited as an Editor so that I can contribute my expertise to your journal.;1;20;1;107;2021-08-09 12:24:03.833120+00:00;1;1;1;2021-09-05 10:58:22.912226+00:00;corporate finance, corporate governance, international business administration.;;1;0;2;;;1;1;1;2021-08-09 12:54:53.311831+00:00;hh;0;;2;;0;2;0;0;0;1;6533;;1;2021-08-04 12:01:21.408938+00:00;0;;;0;4;2021-09-05 11:00:43.482217+00:00;1328;0;191;1;;;;;;;;;1;1;0;0;1;1;1;1;1;1;8;1;1
0;['5'];0;6495;;1;2;207;1;2021-08-10 03:01:48.347236+00:00;1;1;1;buRNqdcY3FduP4ZuAJuCWx;1;3;;3;4;3;185;2021-08-09 12:24:03.833120+00:00;1;1;1;2021-09-14 07:34:52.468504+00:00;economics;;1;0;2;;;1;1;1;2021-08-10 02:59:22.042100+00:00;bl;0;;2;;0;2;0;0;0;1;6493;3;1;2021-08-04 12:01:21.259356+00:00;;3;;;10;2021-09-14 07:36:48.950642+00:00;1874;136;299;24;;;;;;;;;0;0;0;0;1;0;1;1;1;1;7;1;1
0;['1', '2', '5'];0;7096;;1;2;469;1;2021-09-23 17:10:07.763778+00:00;;1;6;DyBk4rXpaTUEQFNRKkMXbi;1;3;;3;5;4;420;2021-09-22 06:04:09.297345+00:00;0;1;1;2021-10-16 22:55:52.649456+00:00;asset pricing, banking, corporate finance, regulation;1;1;0;4;3;;1;2;5;2021-09-23 17:09:27.160946+00:00;ll;0;;4;;0;4;0;0;0;1;7094;3;1;2021-08-04 12:01:23.575997+00:00;1;3;3;;10;2021-10-16 22:59:44.707501+00:00;1062;0;167;1;;;;;;;;;1;1;0;0;1;0;1;1;1;1;9;1;2
0;['1', '2', '3', '5'];0;7380;;1;2;539;1;2021-09-22 07:34:18.377248+00:00;;1;4;jxzCehxRhmvtnxwFToQuZd;1;1;;4;30;4;481;2021-09-13 08:21:08.665656+00:00;1;1;1;2021-11-15 14:51:02.401311+00:00;risk management, capital allocation, financial markets, sovereign risk, securitization;3;1;0;3;4;;1;2;6;2021-09-22 07:34:03.071243+00:00;ll;0;;4;;0;3;0;0;0;1;7378;;1;2021-08-04 12:01:24.617678+00:00;1;;;;10;2021-11-15 14:53:38.891124+00:00;640;668;94;97;;;;;;;;;1;1;1;0;1;0;1;1;1;1;2;1;1
0;['1', '2', '5'];0;6668;;1;4;311;1;2021-09-22 08:02:57.160884+00:00;;1;3;WPBE3DgCJWinYtnfQZ4AaX;1;3;;4;25;5;277;2021-09-22 06:03:31.646788+00:00;1;1;1;2021-09-22 12:21:14.849454+00:00;professor of international business economics;2;1;0;5;3;;1;3;5;2021-09-22 07:59:20.373483+00:00;hh;1;;5;;0;5;0;0;0;1;6666;3;1;2021-08-04 12:01:21.926688+00:00;1;3;2;;4;2021-09-22 12:27:11.919505+00:00;3152;2993;488;469;;;;;;;;;1;1;0;0;1;0;2;2;3;3;70;2;2
0;['1', '9'];0;6938;;1;1;310;1;2021-08-10 11:41:39.830952+00:00;;1;1;LsMoUKabBPDK5xrpvpRBEC;1;4;The topic falls into a research area that I had been trhought during my master in economics;2;10;3;276;2021-08-10 11:36:28.509688+00:00;1;1;1;2021-09-22 12:01:11.780794+00:00;accounting, finance;;1;0;2;;;1;1;1;2021-08-10 11:39:24.238428+00:00;ll;0;;3;;0;2;0;0;0;1;6936;;1;2021-08-04 12:01:22.960340+00:00;0;;;0;12;2021-09-22 12:07:41.139503+00:00;3026;353;470;66;;;;;;;;;1;0;0;0;0;1;1;1;1;1;9;1;1
0;;0;10137;;0;;;;;;0;1;84agW3BkY6ijJ2CJEtmSgY;1;;;;;;;2021-08-17 11:07:35.382405+00:00;0;0;0;;corporate governance, institutional investors, securities regulation;;0;0;;;902;0;;4;2021-08-26 13:46:48.831862+00:00;bl;1;;;['2', '7'];0;;0;0;0;0;10135;;0;2021-08-04 12:01:35.318128+00:00;;;;;;;;;;;0;1;0;0;0;0;1;0;;;;;;;1;1;1;1;59;1;2
0;;0;7629;;0;;;;;;0;1;FdiiSdpazEhDZCzo9qiNpN;1;;;;;;;2021-08-11 08:05:29.154822+00:00;0;0;0;;macroeconomics, labor economics;;0;0;;;181;0;;1;2021-08-11 08:14:32.400150+00:00;bl;1;;;['2'];0;;0;0;0;0;7627;;0;2021-08-04 12:01:25.573501+00:00;;;;;;;;;;;0;1;0;0;0;0;0;0;;;;;;;2;1;2;2;46;2;2
0;;0;10105;;0;;;;;;0;1;Y4hCTfAgo3Z53GQwDaF6ef;1;;;;;;;2021-08-17 11:07:35.382405+00:00;0;0;0;;economics;;0;0;;;809;0;;2;2021-08-25 05:50:40.578468+00:00;hh;1;;;['2'];0;;0;0;0;0;10103;;0;2021-08-04 12:01:35.194387+00:00;;;;;;;;;;;0;1;0;0;0;0;0;0;;;;;;;1;1;1;1;15;1;1
0;;0;7597;;0;;;;;;0;3;Cu6Lt7VKcSnVAFeqJyU7LC;1;;;;;;;2021-09-13 08:13:08.579700+00:00;0;0;0;;finance, economics;;0;0;;;;0;;6;2021-09-13 08:14:59.557215+00:00;bl;1;;;;0;;0;0;0;0;7595;;0;2021-08-04 12:01:25.451299+00:00;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;62;1;2
0;;0;7598;"I suggest that you ask Qi ""Jacky"" Zhang (qi.zhang2@durham.ac.uk) at Durham";0;;;;;;0;2;euicgcCmAoUMLbCSkTmyuU;1;;;;;;;2021-08-24 06:10:35.949456+00:00;0;0;0;;asset pricing, investments, derivatives, risk management;;0;0;;;762;0;;7;2021-08-24 12:49:57.375959+00:00;bl;1;;;['7', '9'];0;;0;0;0;0;7596;;0;2021-08-04 12:01:25.455109+00:00;;;;;;;;;;;0;0;0;0;0;0;1;1;;;;;;;2;2;3;2;76;2;3
0;;0;10229;;0;;;;;;0;1;kkf62FM7Qenm5BxD4Ph2qo;1;;;;;;;2021-08-17 11:07:35.382405+00:00;0;0;0;;empirical asset pricing;;0;0;;;412;0;;6;2021-08-17 11:15:52.837163+00:00;ll;1;;;['7'];0;;0;0;0;0;10227;;0;2021-08-04 12:01:35.688786+00:00;;;;;;;;;;;0;0;0;0;0;0;1;0;;;;;;;2;2;2;2;71;2;3
0;;0;10141;;0;;;;;;0;1;npjHBYpmWqRRRvySXp9GAE;1;;;;;;;2021-08-17 11:07:35.382405+00:00;0;0;0;;monetary economics, open economy macro, time series analysis;;0;0;;;;0;;2;2021-08-17 11:09:17.877506+00:00;hh;1;;;;0;;0;0;0;0;10139;;0;2021-08-04 12:01:35.333816+00:00;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;4;1;1
0;;0;10103;;0;;;;;;0;1;j4uvCCAiAg4QcWi7kKneEP;1;;;;;;;2021-08-17 11:07:35.382405+00:00;0;0;0;;econometrics, time series econometrics, macroeconometrics, financial econometrics;;0;0;;;463;0;;4;2021-08-17 13:49:04.343150+00:00;bb;1;;;['2'];0;;0;0;0;0;10101;;0;2021-08-04 12:01:35.186204+00:00;;;;;;;;;;;0;1;0;0;0;0;0;0;;;;;;;2;2;3;2;60;2;2
0;;0;10192;;0;;;;;;0;1;khabrKSxLWdx6rEFogzuQ4;1;;;;;;;2021-08-17 11:07:35.382405+00:00;0;0;0;;macroeconomics, political economy;;0;0;;;423;0;;1;2021-08-17 11:40:18.010942+00:00;bh;1;;;['2'];0;;0;0;0;0;10190;;0;2021-08-04 12:01:35.535045+00:00;;;;;;;;;;;0;1;0;0;0;0;0;0;;;;;;;1;1;1;1;1;1;1
0;;0;10205;;0;;;;;;0;1;C4tBaHpbZi3trAdctaSZfs;1;;;;;;;2021-08-17 11:07:35.382405+00:00;0;0;0;;econometrics, energy finance;;0;0;;;;0;;1;2021-08-18 11:31:50.013996+00:00;hh;0;;;;0;;0;0;0;0;10203;;1;2021-08-04 12:01:35.589949+00:00;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;3;1;1
0;;0;10188;;0;;;;;;0;1;muEgkAv7zW5SfrXjAPzGnr;1;;;;;;;2021-08-17 11:07:35.382405+00:00;0;0;0;;corporate finance, risk management, insurance;;0;0;;;434;0;;1;2021-08-17 12:09:31.351783+00:00;bl;1;;;['2'];0;;0;0;0;0;10186;;0;2021-08-04 12:01:35.518644+00:00;;;;;;;;;;;0;1;0;0;0;0;0;0;;;;;;;1;1;1;1;6;1;2
0;;0;10171;;0;;;;;;0;1;fb5WLUWjBxUvKRMSoKdaJJ;1;;;;;;;2021-08-17 11:07:35.382405+00:00;0;0;0;;economics;;0;0;;;443;0;;1;2021-08-17 12:36:42.807787+00:00;bb;1;;;['7'];0;;0;0;0;0;10169;;0;2021-08-04 12:01:35.451528+00:00;;;;;;;;;;;0;0;0;0;0;0;1;0;;;;;;;1;1;1;1;2;1;1
0;;0;10138;;0;;;;;;0;1;2dCnRfGkSWbxrrCSBtMjbn;1;;;;;;;2021-08-17 11:07:35.382405+00:00;0;0;0;;financial liberalization, financial crisis, capital account openness, capital controls;;0;0;;;;0;;1;2021-08-17 16:50:45.989631+00:00;bh;0;;;;0;;0;0;0;0;10136;;1;2021-08-04 12:01:35.322030+00:00;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;7;1;1
0;;0;10195;;1;;;;2021-08-17 16:50:24.993997+00:00;;1;1;g4SotqfTbwn6EwRVcEP2sA;1;;;;;;;2021-08-17 11:07:35.382405+00:00;1;1;0;;coastal zone management, geo-spatial modeling, climate change adaptation, aquatic food production, coastal resilience modeling;;0;0;;;;0;;1;2021-08-17 16:49:34.089098+00:00;bb;0;2021-10-17 02:00:00.222055+00:00;;;1;;0;0;0;0;10193;;1;2021-08-04 12:01:35.547735+00:00;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;52;2;2
0;;0;7617;;0;;;;;;0;2;QhVgMQX9BBhWkTVRNNCSR7;1;;;;;;;2021-08-26 07:44:46.995680+00:00;0;0;0;;physical activities, diet charts, training paln, periodization's in sports;;0;0;;;896;0;;8;2021-08-26 11:00:45.141365+00:00;bb;1;;;['2'];0;;0;0;0;0;7615;;0;2021-08-04 12:01:25.527156+00:00;;;;;;;;;;;0;1;0;0;0;0;0;0;;;;;;;3;2;7;6;76;3;2
0;;0;10183;;0;;;;;;0;1;mEG6r4HiCknx9idcCaHM4o;1;;;;;;;2021-08-17 11:07:35.382405+00:00;0;0;0;;mergers and acquisitions, banking, corporate finance;;0;0;;;556;0;;2;2021-08-19 13:50:38.756895+00:00;bb;1;;;['7'];0;;0;0;0;0;10181;;0;2021-08-04 12:01:35.498716+00:00;;;;;;;;;;;0;0;0;0;0;0;1;0;;;;;;;1;1;1;1;3;1;1
